name,name_original,category,calories_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,saturated_fat_g_per_100g,sodium_mg_per_100g,source_name,source_id,license
"Ternera, Paleta, Entero (brazuelo y paleta), Cocido, Estofado","Veal, shoulder, whole (arm and blade), cooked, braised",Carnes y aves,228,32.1,0,10.1,0,0,3.75,95.2,usda_sr_legacy_via_tempolife,18694,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Paleta, Entero (brazuelo y paleta), Cocido, Estofado (2)","Veal, shoulder, whole (arm and blade), cooked, braised",Carnes y aves,199,33.7,0,6.1,0,,1.7,97.2,usda_sr_legacy_via_tempolife,17253,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Paleta, Entero (brazuelo y paleta), Cocido, Asado","Veal, shoulder, whole (arm and blade), cooked, roasted",Carnes y aves,184,25.3,0,8.4,0,,3.4,96.0,usda_sr_legacy_via_tempolife,18695,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Paleta, Entero (brazuelo y paleta), Cocido, Asado (2)","Veal, shoulder, whole (arm and blade), cooked, roasted",Carnes y aves,170,25.8,0,6.6,0,,2.5,97.2,usda_sr_legacy_via_tempolife,17254,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Paleta, Entero (brazuelo y paleta), Crudo","Veal, shoulder, whole (arm and blade), raw",Carnes y aves,130,19.3,0,5.3,0,0,2.05,91.2,usda_sr_legacy_via_tempolife,18693,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Paleta, Entero (brazuelo y paleta), Crudo (2)","Veal, shoulder, whole (arm and blade), raw",Carnes y aves,112,19.8,0,3,0,,0.9,92.0,usda_sr_legacy_via_tempolife,18696,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Cocido, Estofado","Veal, sirloin, cooked, braised",Carnes y aves,252,31.3,0,13.1,0,,5.18,79.2,usda_sr_legacy_via_tempolife,18703,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Cocido, Estofado (2)","Veal, sirloin, cooked, braised",Carnes y aves,204,34,0,6.5,0,,1.82,81.2,usda_sr_legacy_via_tempolife,17263,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Cocido, Asado","Veal, sirloin, cooked, roasted",Carnes y aves,168,26.3,0,6.2,0,,2.41,85.2,usda_sr_legacy_via_tempolife,17264,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Cocido, Asado (2)","Veal, sirloin, cooked, roasted",Carnes y aves,202,25.1,0,10.5,0,0,4.51,83.2,usda_sr_legacy_via_tempolife,18704,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Crudo","Veal, sirloin, raw",Carnes y aves,152,19.1,0,7.8,0,0,3.35,76.0,usda_sr_legacy_via_tempolife,18702,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Cuadril, Crudo (2)","Veal, sirloin, raw",Carnes y aves,110,20.2,0,2.6,0,,0.78,80.0,usda_sr_legacy_via_tempolife,17262,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Brain, Cocido, Estofado","Veal, variety meats and by-products, brain, cooked, braised",Carnes y aves,136,11.5,0,9.6,0,,2.18,156.0,usda_sr_legacy_via_tempolife,17774,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Brain, Cocido, Pan-frito","Veal, variety meats and by-products, brain, cooked, pan-fried",Carnes y aves,213,14.5,0,16.8,0,,3.96,176.0,usda_sr_legacy_via_tempolife,17775,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Brain, Crudo","Veal, variety meats and by-products, brain, raw",Carnes y aves,118,10.3,0,8.2,0,,1.91,127.2,usda_sr_legacy_via_tempolife,17773,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Corazón, Cocido, Estofado","Veal, variety meats and by-products, heart, cooked, braised",Carnes y aves,186,29.1,0.1,6.8,0,,1.82,58.0,usda_sr_legacy_via_tempolife,16045,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Corazón, Crudo","Veal, variety meats and by-products, heart, raw",Carnes y aves,110,17.2,0.1,4,0,,1.07,77.2,usda_sr_legacy_via_tempolife,16044,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Riñóns, Cocido, Estofado","Veal, variety meats and by-products, kidneys, cooked, braised",Carnes y aves,163,26.3,0,5.7,0,,1.74,110.0,usda_sr_legacy_via_tempolife,17779,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Riñóns, Crudo","Veal, variety meats and by-products, kidneys, raw",Carnes y aves,99,15.8,0.9,3.1,0,,0.96,178.0,usda_sr_legacy_via_tempolife,17778,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Hígado, Cocido, Estofado","Veal, variety meats and by-products, liver, cooked, braised",Carnes y aves,192,28.4,3.8,6.3,0,0,1.99,78.0,usda_sr_legacy_via_tempolife,16050,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Hígado, Cocido, Pan-frito","Veal, variety meats and by-products, liver, cooked, pan-fried",Carnes y aves,193,27.4,4.5,6.5,0,0,2.11,85.2,usda_sr_legacy_via_tempolife,17780,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Hígado, Crudo","Veal, variety meats and by-products, liver, raw",Carnes y aves,140,19.9,2.9,4.9,0,0,1.56,77.2,usda_sr_legacy_via_tempolife,16049,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Lungs, Cocido, Estofado","Veal, variety meats and by-products, lungs, cooked, braised",Carnes y aves,104,18.7,0,2.6,0,,0.91,56.0,usda_sr_legacy_via_tempolife,16051,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Lungs, Crudo","Veal, variety meats and by-products, lungs, raw",Carnes y aves,90,16.3,0,2.3,0,,0.79,108.0,usda_sr_legacy_via_tempolife,17783,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Pancreas, Cocido, Estofado","Veal, variety meats and by-products, pancreas, cooked, braised",Carnes y aves,256,29.1,0,14.6,0,,5.01,68.0,usda_sr_legacy_via_tempolife,17785,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Pancreas, Crudo","Veal, variety meats and by-products, pancreas, raw",Carnes y aves,182,15,0,13.1,0,,4.51,67.2,usda_sr_legacy_via_tempolife,17784,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Spleen, Cocido, Estofado","Veal, variety meats and by-products, spleen, cooked, braised",Carnes y aves,129,24.1,0,2.9,0,,0.96,58.0,usda_sr_legacy_via_tempolife,16056,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Spleen, Crudo","Veal, variety meats and by-products, spleen, raw",Carnes y aves,98,18.3,0,2.2,0,,0.73,97.2,usda_sr_legacy_via_tempolife,16055,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Thymus, Cocido, Estofado","Veal, variety meats and by-products, thymus, cooked, braised",Carnes y aves,125,22.7,0,3.1,0,0,0.94,59.2,usda_sr_legacy_via_tempolife,16058,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Thymus, Crudo","Veal, variety meats and by-products, thymus, raw",Carnes y aves,101,17.2,0,3.1,0,0,0.81,67.2,usda_sr_legacy_via_tempolife,16057,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Lengua, Cocido, Estofado","Veal, variety meats and by-products, tongue, cooked, braised",Carnes y aves,202,25.9,0,10.1,0,,4.35,64.0,usda_sr_legacy_via_tempolife,17791,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Ternera, Variedad carnes y por-productos, Lengua, Crudo","Veal, variety meats and by-products, tongue, raw",Carnes y aves,131,17.2,1.9,5.5,0,,2.35,82.0,usda_sr_legacy_via_tempolife,17790,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Entero pollo,Whole chicken,Carnes y aves,215,18.6,0,15.1,0,0,,,tempolife_curated,2037,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Entero pavo,Whole turkey,Carnes y aves,189,22.5,0,11,0,0,,,tempolife_curated,2042,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Yachtwurst, Con pistacho nuts, Cocido","Yachtwurst, with pistachio nuts, cooked",Carnes y aves,268,14.8,1.4,22.6,0,0,7.9,936.0,usda_sr_legacy_via_tempolife,16475,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Angel alimento torta,Angel food cake,Postres y repostería,259,6,58,0.2,0.1,0,,,tempolife_curated,678,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Baking chocolate, Mars snack EE.UU., M&m's leche chocolate mini baking bits","Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",Postres y repostería,502,4.8,68.4,23.4,2.7,62.5,14.47,68.0,usda_sr_legacy_via_tempolife,13364,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Baking chocolate, Mars snack EE.UU., M&m's semisweet chocolate mini baking bits","Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",Postres y repostería,517,4.4,66,26.2,6.7,53.1,15.62,2.0,usda_sr_legacy_via_tempolife,13361,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Baking chocolate, Mexicano, Squares","Baking chocolate, mexican, squares",Postres y repostería,426,3.6,77.4,15.6,4,69.4,8.61,3.2,usda_sr_legacy_via_tempolife,11880,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Baking chocolate, Sin endulzar, Líquido","Baking chocolate, unsweetened, liquid",Postres y repostería,472,12.1,36.2,47.7,18.1,0,25.29,12.0,usda_sr_legacy_via_tempolife,11507,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Baking chocolate, Sin endulzar, Squares","Baking chocolate, unsweetened, squares",Postres y repostería,642,14.3,28.4,52.3,16.6,0.9,32.28,24.0,usda_sr_legacy_via_tempolife,11508,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Black forest torta,Black Forest cake,Postres y repostería,352,4,44,18,1,0,,,tempolife_curated,683,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
Bundt torta,Bundt cake,Postres y repostería,365,4,53,15,0.6,0,,,tempolife_curated,680,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, 5th avenue golosina barra","Candies, 5TH AVENUE Candy Bar",Postres y repostería,482,8.8,62.7,24,3.1,47.2,6.65,225.2,usda_sr_legacy_via_tempolife,11866,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Almendra joy golosina barra","Candies, ALMOND JOY Candy Bar",Postres y repostería,479,4.1,59.5,26.9,5,48.3,17.59,142.0,usda_sr_legacy_via_tempolife,11502,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Butterscotch","Candies, butterscotch",Postres y repostería,391,0,90.4,3.3,0,80.5,2.07,391.2,usda_sr_legacy_via_tempolife,11853,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Caramello golosina barra","Candies, CARAMELLO Candy Bar",Postres y repostería,462,6.2,63.8,21.2,1.2,56.9,12.72,122.0,usda_sr_legacy_via_tempolife,11856,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Caramelos","Candies, caramels",Postres y repostería,382,4.6,77,8.1,0,65.5,2.48,245.2,usda_sr_legacy_via_tempolife,11855,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Caramelos, Chocolate-sabor rollo","Candies, caramels, chocolate-flavor roll",Postres y repostería,387,1.6,87.7,3.3,0.1,56.3,0.97,44.0,usda_sr_legacy_via_tempolife,11506,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Carob, Sin endulzar","Candies, carob, unsweetened",Postres y repostería,540,8.2,56.3,31.4,3.8,34.1,29.02,107.2,usda_sr_legacy_via_tempolife,11854,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Chocolate cubierto, Caramelo con nuts","Candies, chocolate covered, caramel with nuts",Postres y repostería,470,9.5,60.7,21,4.3,41.4,4.66,156.0,usda_sr_legacy_via_tempolife,12839,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Chocolate cubierto, Low azúcar o low caloría","Candies, chocolate covered, low sugar or low calorie",Postres y repostería,590,12.4,37.7,43.3,3.5,14.6,21.72,111.2,usda_sr_legacy_via_tempolife,13609,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Chocolate, Oscuro, Nfs (45-59% cacao sólidos 90%, 60-69% cacao sólidos 5%","Candies, chocolate, dark, NFS (45-59% cacao solids 90%, 60-69% cacao solids 5%",Postres y repostería,550,5.1,60,32.2,7.2,46.1,18.99,23.2,usda_sr_legacy_via_tempolife,14001,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Coco barra, No chocolate cubierto","Candies, coconut bar, not chocolate covered",Postres y repostería,481,2.1,55.9,27.7,6.4,36.2,25.54,128.0,usda_sr_legacy_via_tempolife,14009,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Confectioner's coating, Butterscotch","Candies, confectioner's coating, butterscotch",Postres y repostería,539,2.2,67.1,29.1,0,67.1,24.1,89.2,usda_sr_legacy_via_tempolife,11861,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Confectioner's coating, Mantequilla de maní","Candies, confectioner's coating, peanut butter",Postres y repostería,529,18.3,46.9,29.8,5,38.3,13.12,250.0,usda_sr_legacy_via_tempolife,11510,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Confectioner's coating, Yogur","Candies, confectioner's coating, yogurt",Postres y repostería,522,5.9,63.9,27,0,62.4,24.1,88.0,usda_sr_legacy_via_tempolife,11509,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Crocante barra con mantequilla de maní relleno","Candies, crispy bar with peanut butter filling",Postres y repostería,542,9.5,55.5,31.3,3.3,40.3,12.96,264.0,usda_sr_legacy_via_tempolife,14002,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Oscuro chocolate cubierto café frijoles","Candies, dark chocolate coated coffee beans",Postres y repostería,540,7.5,60,30,7.5,42.5,15,25.2,usda_sr_legacy_via_tempolife,13414,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Divinity, Preparado-de-receta","Candies, divinity, prepared-from-recipe",Postres y repostería,364,1.3,89.1,0.1,0,79,0,34.0,usda_sr_legacy_via_tempolife,12674,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fondant, Preparado-de-receta","Candies, fondant, prepared-from-recipe",Postres y repostería,373,0,93.2,0,0,88.9,0,11.2,usda_sr_legacy_via_tempolife,11867,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fruta snacks, Con high vitamina c","Candies, fruit snacks, with high vitamin C",Postres y repostería,352,0.1,88,0,0,68.2,0,23.2,usda_sr_legacy_via_tempolife,14006,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Chocolate marshmallow, Preparado-de-receta","Candies, fudge, chocolate marshmallow, prepared-from-recipe",Postres y repostería,453,2.3,71.3,17.5,1.7,64.1,10.67,85.2,usda_sr_legacy_via_tempolife,13449,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Chocolate marshmallow, Con nuts, Preparado-por-receta","Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",Postres y repostería,474,3.2,67.7,21.1,2.1,,10.38,79.2,usda_sr_legacy_via_tempolife,12645,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Chocolate, Preparado-de-receta","Candies, fudge, chocolate, prepared-from-recipe",Postres y repostería,410,2.4,76.7,10.4,1.7,73.1,6.45,45.2,usda_sr_legacy_via_tempolife,11868,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Chocolate, Con nuts, Preparado-de-receta","Candies, fudge, chocolate, with nuts, prepared-from-recipe",Postres y repostería,460,4.4,68.2,18.9,2.5,63.4,6.49,39.2,usda_sr_legacy_via_tempolife,11869,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Mantequilla de maní, Preparado-de-receta","Candies, fudge, peanut butter, prepared-from-recipe",Postres y repostería,387,3.8,77.8,6.6,0.7,73.4,1.72,118.0,usda_sr_legacy_via_tempolife,11518,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Vainilla, Preparado-de-receta","Candies, fudge, vanilla, prepared-from-recipe",Postres y repostería,383,1.1,82.2,5.5,0,79.8,3.38,47.2,usda_sr_legacy_via_tempolife,11519,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Fudge, Vainilla con nuts","Candies, fudge, vanilla with nuts",Postres y repostería,435,3,74.6,13.7,0.9,71,3.83,42.0,usda_sr_legacy_via_tempolife,11520,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Gum drops, Sin azúcar o low caloría (sorbitol)","Candies, gum drops, no sugar or low calorie (sorbitol)",Postres y repostería,354,0,88.1,0.2,0,70,0.03,7.2,usda_sr_legacy_via_tempolife,12841,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Gumdrops, Almidón jalea trozos","Candies, gumdrops, starch jelly pieces",Postres y repostería,396,0,98.9,0,0.1,59,0,44.0,usda_sr_legacy_via_tempolife,11870,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Halavah, Simple","Candies, halavah, plain",Postres y repostería,469,12.5,60.5,21.5,4.5,,4.13,195.2,usda_sr_legacy_via_tempolife,11877,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Duro","Candies, hard",Postres y repostería,394,0,98,0.2,0,62.9,0,38.0,usda_sr_legacy_via_tempolife,11871,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Duro, Dietetic o low caloría (sorbitol)","Candies, hard, dietetic or low calorie (sorbitol)",Postres y repostería,394,0,98.6,0,0,0,0,0.0,usda_sr_legacy_via_tempolife,13608,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Heath bites","Candies, HEATH BITES",Postres y repostería,530,3.9,63.4,30.4,2,60,15.62,245.2,usda_sr_legacy_via_tempolife,12629,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey, Kit kat big kat barra","Candies, HERSHEY, KIT KAT BIG KAT Bar",Postres y repostería,520,6.2,63.6,27.8,1.9,54,17.99,64.0,usda_sr_legacy_via_tempolife,13409,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey, Reesesticks crocante wafers, Mantequilla de maní, Leche chocolate","Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",Postres y repostería,521,9.5,55.4,31.3,3.3,40.3,13.21,264.0,usda_sr_legacy_via_tempolife,13408,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey's, Almendra joy bites","Candies, HERSHEY'S, ALMOND JOY BITES",Postres y repostería,563,5.6,57.5,34.5,4.3,51.7,20.6,39.2,usda_sr_legacy_via_tempolife,13407,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey's golden almendra solitaires","Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",Postres y repostería,569,12,46.9,37.1,4.4,37.1,15.23,52.0,usda_sr_legacy_via_tempolife,11860,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey's leche chocolate con almendra bites","Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES",Postres y repostería,568,9.8,51.7,35.7,3.6,44.6,17.39,74.0,usda_sr_legacy_via_tempolife,13402,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hersheys, Payday barra","Candies, HERSHEYS, PAYDAY Bar",Postres y repostería,490,13.4,52.9,25,3.8,40.3,4.81,231.2,usda_sr_legacy_via_tempolife,14407,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey's pot de gold almendra barra","Candies, HERSHEY'S POT OF GOLD Almond Bar",Postres y repostería,577,12.8,44.9,38.5,3.8,38.5,16.67,64.0,usda_sr_legacy_via_tempolife,13359,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Hershey's skor toffee barra","Candies, HERSHEY'S SKOR Toffee Bar",Postres y repostería,541,3.1,63.7,30.4,1.3,59.9,18.78,317.2,usda_sr_legacy_via_tempolife,12585,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Miel-combed, Con mantequilla de maní","Candies, honey-combed, with peanut butter",Postres y repostería,473,8.7,67.4,20.2,1.9,62.7,5.74,174.0,usda_sr_legacy_via_tempolife,11486,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Jellybeans","Candies, jellybeans",Postres y repostería,375,0,93.6,0.1,0.2,70,0,50.0,usda_sr_legacy_via_tempolife,11872,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Kit kat wafer barra","Candies, KIT KAT Wafer Bar",Postres y repostería,518,6.5,64.6,26,1,48.7,17.95,54.0,usda_sr_legacy_via_tempolife,11873,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Krackel chocolate barra","Candies, KRACKEL Chocolate Bar",Postres y repostería,523,6.6,64.3,26.6,2.2,52.5,15.92,196.0,usda_sr_legacy_via_tempolife,11874,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Marshmallows","Candies, marshmallows",Postres y repostería,318,1.8,81.3,0.2,0.1,57.6,0.06,80.0,usda_sr_legacy_via_tempolife,11876,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., 3 musketeers barra","Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",Postres y repostería,436,2.6,77.8,12.8,1.5,66.9,8.65,194.0,usda_sr_legacy_via_tempolife,12595,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Cocoavia arándano y almendra chocolate barra","Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar",Postres y repostería,525,6.4,60.4,28.7,9.1,39,13.07,8.0,usda_sr_legacy_via_tempolife,13432,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Cocoavia chocolate barra","Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar",Postres y repostería,539,5.8,63,29.3,8.7,39.2,15.7,7.2,usda_sr_legacy_via_tempolife,13431,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Cocoavia chocolate cubierto almendras","Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds",Postres y repostería,573,9.5,50.2,37.1,10.4,26.9,11.75,9.2,usda_sr_legacy_via_tempolife,14397,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Cocoavia crocante chocolate barra","Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar",Postres y repostería,517,8.2,62.1,26.2,7.8,35,14.01,40.0,usda_sr_legacy_via_tempolife,13433,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Dove oscuro chocolate","Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",Postres y repostería,520,5.2,59.4,32.5,7.6,46.3,19.21,4.0,usda_sr_legacy_via_tempolife,12633,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Dove leche chocolate","Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",Postres y repostería,546,5.9,59.8,31.7,2.4,55.5,19.24,63.2,usda_sr_legacy_via_tempolife,12632,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Mars almendra barra","Candies, MARS SNACKFOOD US, MARS Almond Bar",Postres y repostería,467,8.1,62.7,23,2,52.1,7.27,170.0,usda_sr_legacy_via_tempolife,11875,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Milky way barra","Candies, MARS SNACKFOOD US, MILKY WAY Bar",Postres y repostería,456,4,71.2,17.2,1,59.7,12.02,167.2,usda_sr_legacy_via_tempolife,12584,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
"Golosinas, Mars snack EE.UU., Milky way caramelos. oscuro chocolate cubierto","Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",Postres y repostería,458,3.8,67.6,20.4,2.8,54.1,13.81,246.0,usda_sr_legacy_via_tempolife,12635,CC-BY-4.0 (TempoLife tempolife.app); datos USDA subyacentes son dominio público
